Average Accuracy,40.91
Sentence Index,Original Sentence,Estimated Sentence,Accuracy (%)
1298,The horses were post and neither the carriage nor the livery of the servant who preceded it were familiar to them,The however weakened powers and necessary the cause not the light of the sea which produced it were fatal towards through,38.095238095238095
1299,As it was certain however that somebody was coming Bingley instantly prevailed on Miss Bennet to avoid the confinement of such an intrusion and walk away with him into the shrubbery,As it was ceased home that some was coarse Biron in process on Milan Beaufort to avoid the company of summer and in any was away with him in the shore,45.16129032258064
1300,They both set off and the conjectures of the remaining three continued though with little satisfaction till the door was thrown open and their visitor entered,The book sensations of anguish the cottages of that received the covered they with life s a time the door was thrown operation and that village entered,11.538461538461538
1301,It was Lady Catherine de Bourgh,It was Lacey Caroline deathlike Boy,33.33333333333333
1302,They were of course all intending to be surprised but their astonishment was beyond their expectation and on the part of Mrs,The weight of composure although interest to be surrounded but the UNK become that exercise and on this path of Mr,18.181818181818183
1303,Bennet and Kitty though she was perfectly unknown to them even inferior to what Elizabeth felt,Beloved and Kirwin that she was perfectly unallied to the evil influence to whom Elizabeth feelings,43.75
1304,She entered the room with an air more than usually ungracious made no other reply to Elizabeths salutation than a slight inclination of the head and sat down without saying a word,She entered the room with an air UNK o than usual UNK no other respect to Elizabeth s saw UNK instead of the heroic and sat down without saying a word,31.25
1305,Elizabeth had mentioned her name to her mother on her Ladyships entrance though no request of introduction had been made,Elizabeth had met he native to hear mother on her Lacey s enjoyed that noble reception of indeed had been made,30.0
1306,Mrs,Mr,0.0
1307,Bennet all amazement though flattered by having a guest of such high importance received her with the utmost politeness,Before almost among the floated by had a gush of such his impelled rendered her with the utmost pole,42.10526315789473
1308,After sitting for a moment in silence she said very stiffly to Elizabeth I hope you are well Miss Bennet,After since for a more intimate silence she said very stars to Elizabeth I hope you are we Milanese Begone,65.0
1309,That lady I suppose is your mother Elizabeth replied very concisely that she was,The labours I succeeded is you more Elizabeth real very continued that she was,50.0
1310,And _that_ I suppose is one of your sisters Yes madam said Mrs,And UNK I succeeded is one of your sickbed Yes may said Mr,61.53846153846154
1311,Bennet delighted to speak to a Lady Catherine,Before deceit to speak to UNK Catholic,37.5
1312,She is my youngest girl but one,She is my young girl but one,85.71428571428571
1313,My youngest of all is lately married and my eldest is somewhere about the ground walking with a young man who I believe will soon become a part of the family You have a very small park here returned Lady Catherine after a short silence,My you of a lively sleep a magistrate and my UNK UNK something about the ground watchful with a young man when I became with so beautiful a part of the fact You had a very small paid her residence Lacey Caroline UNK she signs,4.444444444444445
